image_id,name,address,gmap_id,description,latitude,longitude,category,avg_rating,num_of_reviews,price,hours,MISC,relative_results,url,category_list,street,city,state
3680_0x80c8c3c5fae71185_0x947050a5175e3f5a,U.S. Polo Assn. Outlet,"U.S. Polo Assn. Outlet, 805 S Grand Central Pkwy, Las Vegas, NV 89106",0x80c8c3c5fae71185:0x947050a5175e3f5a,,36.163136699999995,-115.1574348,['Clothing store'],4.2,18,,"[['Sunday', '11AM–8PM'], ['Monday', '11AM–8PM'], ['Tuesday', '11AM–8PM'], ['Wednesday', '11AM–8PM'], ['Thursday', '11AM–8PM'], ['Friday', '10AM–9PM'], ['Saturday', '10AM–9PM']]","{'Service options': ['In-store shopping', 'Delivery'], 'Health & safety': ['Mask required', 'Staff required to disinfect surfaces between visits', 'Safety dividers at checkout'], 'Accessibility': ['Wheelchair accessible entrance'], 'Planning': ['Quick visit'], 'Payments': ['NFC mobile payments', 'Credit cards']}","['0x80c8c43c95874757:0x424217abdcf4d3a0', '0x80c8cf431538509d:0x8930a7225d897b5f', '0x80c8c3968087dba5:0x208229f0c30355cb', '0x80c8c396a46a8f7d:0x61639491eec7db2d', '0x80c8c397aa529feb:0x81236b5c9b3c277a']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c8c3c5fae71185:0x947050a5175e3f5a?authuser=-1&hl=en&gl=us,['clothing store'],"U.S. Polo Assn. Outlet, 805 S Grand Central Pkwy",Las Vegas,NV
3681_0x80c8cf5cfb39721b_0x538a5086eddb0687,Calvin Klein Womens,"Calvin Klein Womens, 7400 Las Vegas Blvd S Ste #16, Las Vegas, NV 89123",0x80c8cf5cfb39721b:0x538a5086eddb0687,,36.0551342,-115.1715328,"['Clothing store', ""Children's clothing store"", 'Fashion accessories store', ""Men's clothing store"", 'Outlet store', 'Perfume store', 'Shoe store', 'Underwear store', ""Women's clothing store""]",4.4,158,,"[['Thursday', '11AM–8PM'], ['Friday', '10AM–9PM'], ['Saturday', '10AM–9PM'], ['Sunday', '10AM–8PM'], ['Monday', '11AM–8PM'], ['Tuesday', '11AM–8PM'], ['Wednesday', '11AM–8PM']]","{'Service options': ['In-store shopping'], 'Accessibility': ['Wheelchair accessible entrance'], 'Planning': ['Quick visit'], 'Payments': ['NFC mobile payments']}","['0x80c8cf5b9a05d16f:0xe804b12d7d6bcb97', '0x80c8cf5cf5449911:0xbc133b4d5273f3c0', '0x80c8c4143d58082d:0x972a1f696e971a04', '0x80c8cf5cf6e8d859:0x7fd65147dc248381']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c8cf5cfb39721b:0x538a5086eddb0687?authuser=-1&hl=en&gl=us,"['clothing store', ""children's clothing store"", 'fashion accessories store', ""men's clothing store"", 'outlet store', 'perfume store', 'shoe store', 'underwear store', ""women's clothing store""]","Calvin Klein Womens, 7400 Las Vegas Blvd S Ste #16",Las Vegas,NV
3684_0x8099148fb4a49933_0x841927360ef55dc5,Patrick James Inc,"Patrick James Inc, 13935 S Virginia St #300, Reno, NV 89511",0x8099148fb4a49933:0x841927360ef55dc5,,39.4042671,-119.7525054,"['Clothing store', ""Men's clothing store""]",4.5,8,,"[['Saturday', '11AM–6PM'], ['Sunday', '12–6PM'], ['Monday', '11AM–6PM'], ['Tuesday', '11AM–6PM'], ['Wednesday', '11AM–6PM'], ['Thursday', '11AM–6PM'], ['Friday', '11AM–6PM']]","{'Service options': ['In-store shopping', 'Delivery'], 'Health & safety': ['Mask required', 'Staff required to disinfect surfaces between visits'], 'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': [""Men's clothing""], 'Planning': ['Quick visit']}","['0x80993e2555555555:0x6a897606df6a5c3d', '0x8099148e45bb16eb:0xde9adfa40f487126', '0x809940bd77e4a6a3:0x5f973ff7c7a620b2']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x8099148fb4a49933:0x841927360ef55dc5?authuser=-1&hl=en&gl=us,"['clothing store', ""men's clothing store""]","Patrick James Inc, 13935 S Virginia St #300",Reno,NV
3685_0x80c8c503cf4f633f_0x9623b82f874f927f,Center for Spiritual Living Greater Las Vegas,"Center for Spiritual Living Greater Las Vegas, 1420 E Harmon Ave, Las Vegas, NV 89119",0x80c8c503cf4f633f:0x9623b82f874f927f,,36.1081066,-115.1345646,['Church'],4.8,28,,"[['Sunday', '9AM–1PM'], ['Monday', '9AM–5PM'], ['Tuesday', '9AM–5PM'], ['Wednesday', '9AM–5PM'], ['Thursday', '9AM–5PM'], ['Friday', 'Closed'], ['Saturday', 'Closed']]",{'Accessibility': ['Wheelchair accessible entrance']},"['0x80c8ea5910e9bf93:0x1c9bc9b7fb4eae6f', '0x80c8c41c1ca188e7:0x6c0350b406dbe761', '0x80c8c097b496a3c7:0x57e09271180bc734']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c8c503cf4f633f:0x9623b82f874f927f?authuser=-1&hl=en&gl=us,['church'],"Center for Spiritual Living Greater Las Vegas, 1420 E Harmon Ave",Las Vegas,NV
3686_0x80993f8a5ae1bf8d_0x9a63af9464b30532,Rehoboth Holy Temple,"Rehoboth Holy Temple, 700 Smithridge Dr, Reno, NV 89502",0x80993f8a5ae1bf8d:0x9a63af9464b30532,,39.4800414,-119.7872966,['Church'],4.3,13,,"[['Sunday', 'Closed'], ['Monday', '10AM–3PM'], ['Tuesday', '10AM–3PM'], ['Wednesday', '10AM–3PM'], ['Thursday', '10AM–3PM'], ['Friday', '10AM–3PM'], ['Saturday', 'Closed']]",{'Accessibility': ['Wheelchair accessible entrance']},"['0x8099130b50821523:0x8826c71002942536', '0x80994062ba829aa7:0x9c61cebdfdde5eee', '0x809938ddbf859b65:0x32391391450201e', '0x80994730e03ca727:0x8883a001a4865232']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80993f8a5ae1bf8d:0x9a63af9464b30532?authuser=-1&hl=en&gl=us,['church'],"Rehoboth Holy Temple, 700 Smithridge Dr",Reno,NV
3690_0x80a0fcc9534860ff_0xea0aae1cd8b534a2,Quality Inn Winnemucca - Model T Casino,"Quality Inn Winnemucca - Model T Casino, 1130 W Winnemucca Blvd, Winnemucca, NV 89445",0x80a0fcc9534860ff:0xea0aae1cd8b534a2,"Classic hotel with an on-site diner, a game room & a casino, plus free breakfast.",40.965427299999995,-117.7439117,"['Hotel', 'Event venue']",3.9,458,,,,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80a0fcc9534860ff:0xea0aae1cd8b534a2?authuser=-1&hl=en&gl=us,"['hotel', 'event venue']","Quality Inn Winnemucca - Model T Casino, 1130 W Winnemucca Blvd",Winnemucca,NV
3691_0x80c8c4390f02372b_0xb92d1e7236801edf,Hilton Grand Vacations at the Flamingo,"Hilton Grand Vacations at the Flamingo, 3575 Las Vegas Blvd S, Las Vegas, NV 89109",0x80c8c4390f02372b:0xb92d1e7236801edf,"Modern suites in a relaxed hotel within the vibrant Flamingos Resort, plus a pool & a bar.",36.116641,-115.1688495,['Hotel'],4.4,1068,,,,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c8c4390f02372b:0xb92d1e7236801edf?authuser=-1&hl=en&gl=us,['hotel'],"Hilton Grand Vacations at the Flamingo, 3575 Las Vegas Blvd S",Las Vegas,NV
3692_0x80c8c699b4376b4d_0xcb235790e8143d40,Palms Place Hotel and Spa (Free Parking),"Palms Place Hotel and Spa (Free Parking), 4381 W Flamingo Rd, Las Vegas, NV 89103",0x80c8c699b4376b4d:0xcb235790e8143d40,"Fashionable apartments in a premium hotel with a restaurant, a bar & an outdoor pool, plus a spa.",36.1144167,-115.1990649,['Hotel'],4.2,146,,,,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c8c699b4376b4d:0xcb235790e8143d40?authuser=-1&hl=en&gl=us,['hotel'],"Palms Place Hotel and Spa (Free Parking), 4381 W Flamingo Rd",Las Vegas,NV
3693_0x80c8c4f134e2b9f7_0x725f07fac51ab23e,The Cut And Color Lounge,"The Cut And Color Lounge, 3400 Paradise Rd, Las Vegas, NV 89169",0x80c8c4f134e2b9f7:0x725f07fac51ab23e,,36.1272243,-115.1539911,"['Hotel', 'Barber shop', 'Beauty salon', 'Day spa', 'Facial spa', 'Hair extension technician', 'Hair salon', 'Massage spa', 'Nail salon', 'Hairdresser']",4.3,58,,,,"['0x80c8c43b1cf3ffdf:0xb78b95fac719c2f1', '0x80c8c442cc2899e9:0x3b2e73195a9414e2', '0x80c8c472f1216a1f:0x70708c9ebac16675']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c8c4f134e2b9f7:0x725f07fac51ab23e?authuser=-1&hl=en&gl=us,"['hotel', 'barber shop', 'beauty salon', 'day spa', 'facial spa', 'hair extension technician', 'hair salon', 'massage spa', 'nail salon', 'hairdresser']","The Cut And Color Lounge, 3400 Paradise Rd",Las Vegas,NV
3694_0x8099408777fb4fa5_0x920e097221e5cdb6,Vagabond Inn Reno,"Vagabond Inn Reno, 3131 S Virginia St, Reno, NV 89502",0x8099408777fb4fa5:0x920e097221e5cdb6,"Unassuming hotel featuring modest rooms, a heated outdoor pool & free continental breakfast.",39.4937945,-119.7978836,"['Hotel', 'Lodge', 'Motel']",2.6,598,,,,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8099408777fb4fa5:0x920e097221e5cdb6?authuser=-1&hl=en&gl=us,"['hotel', 'lodge', 'motel']","Vagabond Inn Reno, 3131 S Virginia St",Reno,NV
3696_0x80c8c445ebe46d5f_0xa5bc5d7d35bcdec7,Hawaiian Marketplace,"Hawaiian Marketplace, 3743 S Las Vegas Blvd, Las Vegas, NV 89169",0x80c8c445ebe46d5f:0xa5bc5d7d35bcdec7,,36.1064628,-115.1720118,['Shopping mall'],4.2,1116,,"[['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours']]","{'Service options': ['In-store shopping'], 'Accessibility': ['Wheelchair accessible entrance']}","['0x80c8c43c68c61239:0x70a4db3f7ed42ed2', '0x80c8c43205bae33d:0xf5d2b43538f09fde', '0x80c8c430de578f0b:0xc3b3e34dd5965bce', '0x80c8c437387b6afb:0xad683283fb18a627', '0x80c8c4309e324aab:0x71a9c48cb505eba9']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c8c445ebe46d5f:0xa5bc5d7d35bcdec7?authuser=-1&hl=en&gl=us,['shopping mall'],"Hawaiian Marketplace, 3743 S Las Vegas Blvd",Las Vegas,NV
3697_0x809947e110e2bec3_0x163520be3600309c,McQueen Crossings S.C.,"McQueen Crossings S.C., 1640 Robb Dr, Reno, NV 89523",0x809947e110e2bec3:0x163520be3600309c,,39.5283939,-119.8816076,['Shopping mall'],4.3,145,,"[['Sunday', '11AM–6PM'], ['Monday', '10AM–9PM'], ['Tuesday', '10AM–9PM'], ['Wednesday', '10AM–9PM'], ['Thursday', '10AM–9PM'], ['Friday', '10AM–9PM'], ['Saturday', '10AM–9PM']]","{'Service options': ['In-store shopping'], 'Accessibility': ['Wheelchair accessible entrance']}","['0x809940903f4ad7ef:0xa3885920360dac4b', '0x80993eacc55d1d69:0xef599250e1f525f3', '0x80993eeb2380c0c3:0xe900e809ba436110', '0x80993eeb2fe9fd07:0x704d7d87c2829f51', '0x80993f240cf3761f:0xd82a7199aa82de4a']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x809947e110e2bec3:0x163520be3600309c?authuser=-1&hl=en&gl=us,['shopping mall'],"McQueen Crossings S.C., 1640 Robb Dr",Reno,NV
3703_0x80c8c2aa3a8d4291_0x2539cdcdb88f2934,Hope Christian Health Center,"Hope Christian Health Center, 4357 Corporate Center Dr #450, North Las Vegas, NV 89030",0x80c8c2aa3a8d4291:0x2539cdcdb88f2934,,36.2395754,-115.0991269,"['Medical clinic', 'Doctor', 'Medical Center', 'Medical office', 'Non-governmental organization', 'Non-profit organization']",4.1,28,,"[['Sunday', 'Closed'], ['Monday', 'Closed'], ['Tuesday', '8AM–5PM'], ['Wednesday', '8AM–5PM'], ['Thursday', '1–5PM'], ['Friday', 'Closed'], ['Saturday', 'Closed']]","{'Service options': ['Online care'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible restroom'], 'Planning': ['Appointments recommended']}","['0x80c8c2490fb5470d:0x98cfe8116dc585b9', '0x80c8c300844fd7c7:0x815b1d968d9edde5', '0x80c8c53c74814795:0xed3602821afead46', '0x80c8c321c1738bf1:0x8bd82cb66d743e95']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c8c2aa3a8d4291:0x2539cdcdb88f2934?authuser=-1&hl=en&gl=us,"['medical clinic', 'doctor', 'medical center', 'medical office', 'non-governmental organization', 'non-profit organization']","Hope Christian Health Center, 4357 Corporate Center Dr #450",North Las Vegas,NV
3705_0x80990fab49e36cf5_0x779adfaad84b463a,Marshall Mint,"Marshall Mint, 96 N C Street, Virginia City, NV 89440",0x80990fab49e36cf5:0x779adfaad84b463a,,39.312021,-119.6493008,"['Museum', 'Jeweler', 'Tourist attraction']",4.6,14,,"[['Friday', '10AM–4PM'], ['Saturday', '10AM–4PM'], ['Sunday', '10AM–4PM'], ['Monday', 'Closed'], ['Tuesday', 'Closed'], ['Wednesday', '10AM–4PM'], ['Thursday', '10AM–4PM']]",{'Amenities': ['Restaurant']},"['0x80990f074b1123b1:0xf0d8ce1d1dfeddcb', '0x80990fab366b82b9:0xeb4fdf4694595e87', '0x80990efde6adac79:0x2a2b73a94a966ea3', '0x80990efc340fa31d:0xddaf41d911fada21']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80990fab49e36cf5:0x779adfaad84b463a?authuser=-1&hl=en&gl=us,"['museum', 'jeweler', 'tourist attraction']","Marshall Mint, 96 N C Street",Virginia City,NV
3706_0x80c8c50ff1d511e3_0x1672bbebe597c4c3,Pinball Hall of Fame,"Pinball Hall of Fame, 1610 E Tropicana Ave, Las Vegas, NV 89119",0x80c8c50ff1d511e3:0x1672bbebe597c4c3,"Interactive museum with popular & rare pinball, arcade & amusement games from 1950s to the present.",36.1013138,-115.1305189,"['Museum', 'Tourist attraction']",4.7,5517,,"[['Friday', '11AM–9PM'], ['Saturday', '11AM–9PM'], ['Sunday', '11AM–9PM'], ['Monday', '11AM–9PM'], ['Tuesday', '11AM–9PM'], ['Wednesday', '11AM–9PM'], ['Thursday', '11AM–9PM']]","{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Amenities': ['Good for kids', 'Restaurant']}","['0x80c8c3750e997b57:0x5052872d3f2cab58', '0x80c8c30a83b0d4e9:0x5535db1cc0e7329d', '0x80c8c415dcdb0921:0x37dfcfc20a7ceaac', '0x80c8c5ce3e4b6027:0xf8b3f0407ab03fff', '0x80c8c55d8ac9049d:0xe2c2cea66324c07d']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c8c50ff1d511e3:0x1672bbebe597c4c3?authuser=-1&hl=en&gl=us,"['museum', 'tourist attraction']","Pinball Hall of Fame, 1610 E Tropicana Ave",Las Vegas,NV
3707_0x809908dac2446fdb_0xd7547906f0efcec9,Donovan Mill,"Donovan Mill, 900 S Main St, Silver City, NV 89428",0x809908dac2446fdb:0xd7547906f0efcec9,,39.260979899999995,-119.639549,"['Museum', 'Tourist attraction']",4.8,14,,"[['Thursday', 'Closed'], ['Friday', 'Closed'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', 'Closed'], ['Tuesday', '8AM–2PM'], ['Wednesday', 'Closed']]","{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Restaurant']}","['0x80990fab49e36cf5:0xb80a7358b7dcfe62', '0x80990f01c4854523:0xd2ef473da7ffdc5', '0x80994b640e4204e7:0x26348ae6da29d34e', '0x80990efde6adac79:0x2a2b73a94a966ea3', '0x80990efc340fa31d:0xddaf41d911fada21']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x809908dac2446fdb:0xd7547906f0efcec9?authuser=-1&hl=en&gl=us,"['museum', 'tourist attraction']","Donovan Mill, 900 S Main St",Silver City,NV
3708_0x80cf2bac2c0b7c13_0x78b4ec60fca1c809,Boulder City Dry Lake Bed,"Boulder City Dry Lake Bed, Unnamed Road, Boulder City, NV 89005",0x80cf2bac2c0b7c13:0x78b4ec60fca1c809,,35.8855078,-114.9258475,['Museum'],4.9,26,,,"{'Amenities': ['Good for kids', 'Restaurant']}","['0x80c92b34304807c9:0x47128ea3d417f407', '0x80c8b7e05ae3ffff:0xf9a3b25f8e60f71e', '0x80c92b2a923a5d7f:0x5b55f5c2066badd5', '0x80cf360d5ccbdbcb:0x82dad2f08f5da352', '0x80c92b2c9e2cbc2d:0x9d801f4eaaa746e5']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80cf2bac2c0b7c13:0x78b4ec60fca1c809?authuser=-1&hl=en&gl=us,['museum'],"Boulder City Dry Lake Bed, Unnamed Road",Boulder City,NV
3710_0x80c8da35b23a26eb_0x1d66e6554f49109e,East Career Technical Academy,"East Career Technical Academy, 6705 Vegas Valley Dr, Las Vegas, NV 89142",0x80c8da35b23a26eb:0x1d66e6554f49109e,,36.1366713,-115.027478,"['School', 'Technical school']",4.3,92,,"[['Wednesday', '6:30AM–6PM'], ['Thursday', '6:30AM–6PM'], ['Friday', '6:30AM–6PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '6:30AM–6PM'], ['Tuesday', '6:30AM–6PM']]",{'Accessibility': ['Wheelchair accessible entrance']},"['0x80c8daa060bb3c17:0xbfed0c48b0dfe57', '0x80c8eb4f71f786d5:0xda1bec6e9aab6731', '0x80c8be420b504421:0x9d7f2d3d2a429611', '0x80c8c2321da59f9f:0x2c25d38be4100e9', '0x80c8c87af578d6b3:0xa6bb42c80b094cb4']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c8da35b23a26eb:0x1d66e6554f49109e?authuser=-1&hl=en&gl=us,"['school', 'technical school']","East Career Technical Academy, 6705 Vegas Valley Dr",Las Vegas,NV
3711_0x80c8c060c4598c53_0x5fda48ff7bdf88a2,Walter Johnson Junior High School,"Walter Johnson Junior High School, 7701 Ducharme Ave, Las Vegas, NV 89145",0x80c8c060c4598c53:0x5fda48ff7bdf88a2,,36.1685023,-115.2622881,"['School', 'Middle school']",3.2,108,,"[['Wednesday', '8AM–4PM'], ['Thursday', '8AM–4PM'], ['Friday', '8AM–4PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '8AM–4PM'], ['Tuesday', '8AM–4PM']]",{'Accessibility': ['Wheelchair accessible entrance']},"['0x80c8c183b93c556d:0x807321c8dcd6ab7b', '0x80c8eac3fd50cd5f:0xf2c37377176db2b2', '0x80c8c16127f811df:0x6e4750a937ce3d13', '0x80c8c4bd2f470387:0x816e5ef47e10038a', '0x80c8c35b58d6413d:0xe17ad373beea2392']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c8c060c4598c53:0x5fda48ff7bdf88a2?authuser=-1&hl=en&gl=us,"['school', 'middle school']","Walter Johnson Junior High School, 7701 Ducharme Ave",Las Vegas,NV
3712_0x80c8c58a17aba8b3_0xd7fc36b245e46069,Carpenters International Training Center,"Carpenters International Training Center, 212 Carpenters Union Way, Las Vegas, NV 89119",0x80c8c58a17aba8b3:0xd7fc36b245e46069,,36.066658,-115.1593551,['School'],4.9,9,,,{'Accessibility': ['Wheelchair accessible entrance']},"['0x80c8dcb219159aab:0x6ac96b1ace2ad6e4', '0x1525c3fb7ad006d7:0x5630e7d1de8d9302', '0x80c8c78ff2c00001:0xb48c69eb90a6d1b6', '0x80c8c58a4211a763:0xf65b560a68bf6a58']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c8c58a17aba8b3:0xd7fc36b245e46069?authuser=-1&hl=en&gl=us,['school'],"Carpenters International Training Center, 212 Carpenters Union Way",Las Vegas,NV
3714_0x80c8ce49a2c0e527_0x40f27a0f5e828fbc,Nevada Virtual Academy,"Nevada Virtual Academy, 4801 S Sandhill Rd, Las Vegas, NV 89121",0x80c8ce49a2c0e527:0x40f27a0f5e828fbc,,36.1013785,-115.0922829,"['School', 'High school', 'Middle school']",2.9,58,,"[['Sunday', 'Closed'], ['Monday', '8AM–4PM'], ['Tuesday', '8AM–4PM'], ['Wednesday', '8AM–4PM'], ['Thursday', '8AM–4PM'], ['Friday', '8AM–4PM'], ['Saturday', 'Closed']]",{'Accessibility': ['Wheelchair accessible entrance']},"['0x80c8c4a35f9719a3:0xda248f90cf693d4c', '0x80c8eb6831e4301f:0x7c7286b9f89579dc', '0x80c8c0e3244b608d:0x1771f9a7065f803d', '0x80c8b8a05c2a899b:0x4202b33b7c384bae', '0x80c8ea5dc0dcd589:0x9304be2027633943']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c8ce49a2c0e527:0x40f27a0f5e828fbc?authuser=-1&hl=en&gl=us,"['school', 'high school', 'middle school']","Nevada Virtual Academy, 4801 S Sandhill Rd",Las Vegas,NV
3715_0x80c8c169a3b0ce2d_0x1187c92182268753,CareNow Urgent Care - Charleston & Decatur,"CareNow Urgent Care - Charleston & Decatur, 4575 W Charleston Blvd, Las Vegas, NV 89102",0x80c8c169a3b0ce2d:0x1187c92182268753,,36.1585988,-115.2026957,"['Urgent care center', 'Occupational health service', 'Walk-in clinic']",4.4,777,,"[['Thursday', '8AM–9PM'], ['Friday', '8AM–9PM'], ['Saturday', '8AM–8PM'], ['Sunday', '8AM–8PM'], ['Monday', '8AM–9PM'], ['Tuesday', '8AM–9PM'], ['Wednesday', '8AM–9PM']]","{'Service options': ['Online care'], 'Accessibility': ['Wheelchair accessible elevator', 'Wheelchair accessible entrance', 'Wheelchair accessible restroom']}","['0x80c8ea9b0d6324d7:0x7fcedeb23a459e98', '0x80c8c24a49cdec9f:0xd8beaacce708b55b', '0x80c8c41a9ea5df3d:0x125bffe46a00f614', '0x80c8c40c464c0e4d:0x3dfce4420ed39a26', '0x80c8c1256b14bb4b:0xcbbf78fd693eb4c5']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c8c169a3b0ce2d:0x1187c92182268753?authuser=-1&hl=en&gl=us,"['urgent care center', 'occupational health service', 'walk-in clinic']","CareNow Urgent Care - Charleston & Decatur, 4575 W Charleston Blvd",Las Vegas,NV
3717_0x80c8db13615006c1_0x24135dd0da952b0a,ProCare Medical Center-Nellis,"ProCare Medical Center-Nellis, 2208 S Nellis Blvd, Las Vegas, NV 89104",0x80c8db13615006c1:0x24135dd0da952b0a,,36.1470132,-115.064682,"['Urgent care center', 'Emergency care service', 'Medical office', 'Walk-in clinic']",3.4,487,,"[['Wednesday', '9AM–5PM'], ['Thursday', '9AM–5PM'], ['Friday', '9AM–5PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '9AM–5PM'], ['Tuesday', '9AM–5PM']]","{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible restroom'], 'Planning': ['Appointments recommended']}","['0x80c8c7cbd234ef6f:0xbf9a7a3cbaa11e97', '0x80c8db65bb2f2f3b:0x504fc45746f85729', '0x80c8b8979d239315:0xcd3da7143ee8b66b', '0x80c8c1256b14bb4b:0xcbbf78fd693eb4c5', '0x80c8c51fb98d5221:0xedf9635c181c4db3']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c8db13615006c1:0x24135dd0da952b0a?authuser=-1&hl=en&gl=us,"['urgent care center', 'emergency care service', 'medical office', 'walk-in clinic']","ProCare Medical Center-Nellis, 2208 S Nellis Blvd",Las Vegas,NV
3719_0x80c8e9ee82ba54d3_0xcf7bdc05c08b7ec9,CareNow Urgent Care - Craig & Clayton,"CareNow Urgent Care - Craig & Clayton, 2202 W Craig Rd, North Las Vegas, NV 89032",0x80c8e9ee82ba54d3:0xcf7bdc05c08b7ec9,,36.2400017,-115.1733994,"['Urgent care center', 'Occupational health service', 'Walk-in clinic']",4.0,385,,"[['Saturday', '8AM–8PM'], ['Sunday', '8AM–8PM'], ['Monday', '8AM–9PM'], ['Tuesday', '8AM–9PM'], ['Wednesday', '8AM–9PM'], ['Thursday', '8AM–9PM'], ['Friday', '8AM–9PM']]","{'Service options': ['Online care'], 'Accessibility': ['Wheelchair accessible elevator', 'Wheelchair accessible entrance', 'Wheelchair accessible restroom']}","['0x80c8c24a49cdec9f:0xd8beaacce708b55b', '0x80c8ea9b0d6324d7:0x7fcedeb23a459e98', '0x80c8c40c464c0e4d:0x3dfce4420ed39a26', '0x80c8c1256b14bb4b:0xcbbf78fd693eb4c5', '0x80c89352da6f26bd:0x7b57ae361ad5c126']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c8e9ee82ba54d3:0xcf7bdc05c08b7ec9?authuser=-1&hl=en&gl=us,"['urgent care center', 'occupational health service', 'walk-in clinic']","CareNow Urgent Care - Craig & Clayton, 2202 W Craig Rd",North Las Vegas,NV
3722_0x809946d7874bd11f_0xe385628992fed618,"University of Nevada, Reno","University of Nevada, Reno, 1664 N Virginia St, Reno, NV 89557",0x809946d7874bd11f:0xe385628992fed618,,39.5453298,-119.8161541,"['University', 'Public university']",4.3,284,,,{'Accessibility': ['Wheelchair accessible entrance']},"['0x80c8c392d80b6cfd:0x61409d27fa976c2b', '0x809940a009eb105f:0x5abf202f2ccaf23', '0x809947830bc53115:0xed46f1218f869083', '0x8099473e26ca640f:0xdd5f5c2af1cb4239', '0x80993ff8b6014ff1:0x9d543b56c8b8b467']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x809946d7874bd11f:0xe385628992fed618?authuser=-1&hl=en&gl=us,"['university', 'public university']","University of Nevada, Reno, 1664 N Virginia St",Reno,NV
3725_0x80c91329abc7b2b7_0x94312f0ba92e6625,The White Domes Trail,"The White Domes Trail, 29450 Fire Cove Rd, Overton, NV 89040",0x80c91329abc7b2b7:0x94312f0ba92e6625,"Moderate 1.1-mi. hiking trail through sandstone formations, canyons & an old film set locale.",36.4864708,-114.5339007,"['Scenic spot', 'Tourist attraction']",4.9,126,,,,"['0x80c9132d6f6ccb17:0x19c34cd472146a65', '0x80c96cd2e141dfeb:0x5b55a9200928584e', '0x80c913233b739cd5:0xbd33221cc0dcdee0', '0x80c913baf77d8dad:0x9a43d419634f38a0', '0x80c914ef0e07511b:0x89c1985c0106f3d4']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c91329abc7b2b7:0x94312f0ba92e6625?authuser=-1&hl=en&gl=us,"['scenic spot', 'tourist attraction']","The White Domes Trail, 29450 Fire Cove Rd",Overton,NV
3728_0x80c914ecbc942913_0xba2a112043d177d1,Arch Rock,"Arch Rock, Overton, NV 89040",0x80c914ecbc942913:0xba2a112043d177d1,,36.4219801,-114.554493,"['Scenic spot', 'Tourist attraction']",4.5,68,,,,"['0x80c914ec4b4a5321:0xd5e7cecef1b56049', '0x80c914e5ffe0b107:0xc1eb335abd163072', '0x80c914ead14811e9:0x704f673243991260', '0x80c913233b739cd5:0xbd33221cc0dcdee0', '0x80c913baf77d8dad:0x9a43d419634f38a0']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c914ecbc942913:0xba2a112043d177d1?authuser=-1&hl=en&gl=us,"['scenic spot', 'tourist attraction']",Arch Rock,Overton,NV
